"id","name_tc","description_tc","slug"
"67099","美國-勞動缺口景氣指標[JWGBCI]","美國勞動缺口比例（Jobs-Workers Gap，JWG）＝（家庭調查就業人口數 ＋ JOLTS 職位空缺數 - 家庭調查勞動參與人口）/ 家庭調查勞動參與人口

「家庭調查就業人口數」與「 JOLTS 職位空缺數」可以視為勞動需求，「家庭調查勞動參與人口」可以視為勞動供給，當美國勞動缺口比率（JWG）越高，代表美國勞動力市場需求強勁、供不應求；反之，當 JWG 越低，代表美國勞動力市場需求疲弱、供過於求。

波蘭央行經濟學家 Paweł Skrzypczyński 進一步將美國勞動缺口比率（JWG）換算成勞動缺口景氣指標（Jobs-Workers Gap Business Cycle Indicator, JWGBCI）。勞動缺口景氣指標＝ JWG 3 期移動平均 － JWG 過去 12 個月的最大值

Skrzypczyński 以 -0.93 ppt 作為判斷經濟衰退的門檻值，根據歷史經驗，當 JWGBCI 低於 -0.93 ppt 時，美國將陷入衰退。

註：JWG 、 JWGBCI 為財經M平方根據 Paweł Skrzypczyński (2022) 報告中提供的方法進行計算，數據隨著美國家庭就業報告與 JOLTS 同步更新。","us-jwg-business-cycle-indicator"
"97078","全球-面板廠營收(年增率)vs.面板出口(年增率)","各國面板出口與面板廠的營收具高度相關，可透過出口領先觀察面板廠的營運狀況。","global-revenue-of-major-panel-manufacturers-vs-display-panel-export"
"97079","台灣-出口(年增率)vs.世界指數ACWI","台灣出口年增率為全球股市（ACWI）的領先指標。舉例來說，2010 年 1 月台灣出口達到高點下滑後，2011 年全球股市也達到高點，之後的 2014 、 2017 、 2021 年也出現類似情況。

這一現象源於台灣作為全球供應鏈上游的地位，使其能夠提前感知廠商對景氣的反應，因此台灣出口可以視為全球企業獲利、股價表現的領先指標。




","taiwan-exports-vs-acwi"
"97082","全球-面板廠營收年增率減存貨年增率vs.毛利率","當營收增速高於存貨累積的速度時，顯示目前面板產業處於補庫存階段，面板報價容易上漲，帶動毛利率回升；反之，當營收增速低於存貨累積的速度時，顯示目前面板產業處於去庫存階段，面板報價容易下跌，毛利率將承壓。","global-display-panel-revenue-yoy-minus-inventory-yoy-gross-margin"
"68239","美國-5年信用違約交換","信用違約互換，又稱為 CDS （Credit Default Swap） ，CDS 的買家向賣家支付保費，換取信用違約發生時的賠償。

CDS 的報價數值越高，代表發生信用違約的機率越高，賣家要求支付更多保費。

註：CDS 資料單位為 BP(Basis Point)，為降低波動頻率以週資料呈現。","us-5year-cds"
"68240","加拿大-5年信用違約交換","信用違約互換，又稱為 CDS （Credit Default Swap） ，CDS 的買家向賣家支付保費，換取信用違約發生時的賠償。

CDS 的報價數值越高，代表發生信用違約的機率越高，賣家要求支付更多保費。

註：CDS 資料單位為 BP(Basis Point)，為降低波動頻率以週資料呈現。","canada-5year-cds"
"68241","墨西哥-5年信用違約交換","信用違約互換，又稱為 CDS （Credit Default Swap） ，CDS 的買家向賣家支付保費，換取信用違約發生時的賠償。

CDS 的報價數值越高，代表發生信用違約的機率越高，賣家要求支付更多保費。

註：CDS 資料單位為 BP(Basis Point)，為降低波動頻率以週資料呈現。","mexico-5year-cds"
"68242","巴西-5年信用違約交換","信用違約互換，又稱為 CDS （Credit Default Swap） ，CDS 的買家向賣家支付保費，換取信用違約發生時的賠償。

CDS 的報價數值越高，代表發生信用違約的機率越高，賣家要求支付更多保費。

註：CDS 資料單位為 BP(Basis Point)，為降低波動頻率以週資料呈現。","brazil-5year-cds"
"68243","英國-5年信用違約交換","信用違約互換，又稱為 CDS （Credit Default Swap） ，CDS 的買家向賣家支付保費，換取信用違約發生時的賠償。

CDS 的報價數值越高，代表發生信用違約的機率越高，賣家要求支付更多保費。

註：CDS 資料單位為 BP(Basis Point)，為降低波動頻率以週資料呈現。","uk-5year-cds"
"68244","德國-5年信用違約交換","信用違約互換，又稱為 CDS （Credit Default Swap） ，CDS 的買家向賣家支付保費，換取信用違約發生時的賠償。

CDS 的報價數值越高，代表發生信用違約的機率越高，賣家要求支付更多保費。

註：CDS 資料單位為 BP(Basis Point)，為降低波動頻率以週資料呈現。","germany-5year-cds"
"68245","奧地利-5年信用違約交換","信用違約互換，又稱為 CDS （Credit Default Swap） ，CDS 的買家向賣家支付保費，換取信用違約發生時的賠償。

CDS 的報價數值越高，代表發生信用違約的機率越高，賣家要求支付更多保費。

註：CDS 資料單位為 BP(Basis Point)，為降低波動頻率以週資料呈現。","austria-5year-cds"
"68246","荷蘭-5年信用違約交換","信用違約互換，又稱為 CDS （Credit Default Swap） ，CDS 的買家向賣家支付保費，換取信用違約發生時的賠償。

CDS 的報價數值越高，代表發生信用違約的機率越高，賣家要求支付更多保費。

註：CDS 資料單位為 BP(Basis Point)，為降低波動頻率以週資料呈現。","netherlands-5year-cds"
"68247","比利時-5年信用違約交換","信用違約互換，又稱為 CDS （Credit Default Swap） ，CDS 的買家向賣家支付保費，換取信用違約發生時的賠償。

CDS 的報價數值越高，代表發生信用違約的機率越高，賣家要求支付更多保費。

註：CDS 資料單位為 BP(Basis Point)，為降低波動頻率以週資料呈現。","belgium-5year-cds"
"68248","愛爾蘭-5年信用違約交換","信用違約互換，又稱為 CDS （Credit Default Swap） ，CDS 的買家向賣家支付保費，換取信用違約發生時的賠償。

CDS 的報價數值越高，代表發生信用違約的機率越高，賣家要求支付更多保費。

註：CDS 資料單位為 BP(Basis Point)，為降低波動頻率以週資料呈現。","ireland-5year-cds"
"68249","瑞典-5年信用違約交換","信用違約互換，又稱為 CDS （Credit Default Swap） ，CDS 的買家向賣家支付保費，換取信用違約發生時的賠償。

CDS 的報價數值越高，代表發生信用違約的機率越高，賣家要求支付更多保費。

註：CDS 資料單位為 BP(Basis Point)，為降低波動頻率以週資料呈現。","sweden-5year-cds"
"68250","芬蘭-5年信用違約交換","信用違約互換，又稱為 CDS （Credit Default Swap） ，CDS 的買家向賣家支付保費，換取信用違約發生時的賠償。

CDS 的報價數值越高，代表發生信用違約的機率越高，賣家要求支付更多保費。

註：CDS 資料單位為 BP(Basis Point)，為降低波動頻率以週資料呈現。","finland-5year-cds"
"68251","法國-5年信用違約交換","信用違約互換，又稱為 CDS （Credit Default Swap） ，CDS 的買家向賣家支付保費，換取信用違約發生時的賠償。

CDS 的報價數值越高，代表發生信用違約的機率越高，賣家要求支付更多保費。

註：CDS 資料單位為 BP(Basis Point)，為降低波動頻率以週資料呈現。","france-5year-cds"
"68253","葡萄牙-5年信用違約交換","信用違約互換，又稱為 CDS （Credit Default Swap） ，CDS 的買家向賣家支付保費，換取信用違約發生時的賠償。

CDS 的報價數值越高，代表發生信用違約的機率越高，賣家要求支付更多保費。

註：CDS 資料單位為 BP(Basis Point)，為降低波動頻率以週資料呈現。","portugal-5year-cds"
"68254","西班牙-5年信用違約交換","信用違約互換，又稱為 CDS （Credit Default Swap） ，CDS 的買家向賣家支付保費，換取信用違約發生時的賠償。

CDS 的報價數值越高，代表發生信用違約的機率越高，賣家要求支付更多保費。

註：CDS 資料單位為 BP(Basis Point)，為降低波動頻率以週資料呈現。","spain-5year-cds"
"68255","義大利-5年信用違約交換","信用違約互換，又稱為 CDS （Credit Default Swap） ，CDS 的買家向賣家支付保費，換取信用違約發生時的賠償。

CDS 的報價數值越高，代表發生信用違約的機率越高，賣家要求支付更多保費。

註：CDS 資料單位為 BP(Basis Point)，為降低波動頻率以週資料呈現。","italy-5year-cds"
"68256","土耳其-5年信用違約交換","信用違約互換，又稱為 CDS （Credit Default Swap） ，CDS 的買家向賣家支付保費，換取信用違約發生時的賠償。

CDS 的報價數值越高，代表發生信用違約的機率越高，賣家要求支付更多保費。

註：CDS 資料單位為 BP(Basis Point)，為降低波動頻率以週資料呈現。","turkey-5year-cds"
"68258","丹麥-5年信用違約交換","信用違約互換，又稱為 CDS （Credit Default Swap） ，CDS 的買家向賣家支付保費，換取信用違約發生時的賠償。

CDS 的報價數值越高，代表發生信用違約的機率越高，賣家要求支付更多保費。

註：CDS 資料單位為 BP(Basis Point)，為降低波動頻率以週資料呈現。","denmark-5year-cds"
"68271","日本-5年信用違約交換","信用違約互換，又稱為 CDS （Credit Default Swap） ，CDS 的買家向賣家支付保費，換取信用違約發生時的賠償。

CDS 的報價數值越高，代表發生信用違約的機率越高，賣家要求支付更多保費。

註：CDS 資料單位為 BP(Basis Point)，為降低波動頻率以週資料呈現。","japan-5year-cds"
"68273","中國-5年信用違約交換","信用違約互換，又稱為 CDS （Credit Default Swap） ，CDS 的買家向賣家支付保費，換取信用違約發生時的賠償。

CDS 的報價數值越高，代表發生信用違約的機率越高，賣家要求支付更多保費。

註：CDS 資料單位為 BP(Basis Point)，為降低波動頻率以週資料呈現。","china-5year-cds"
"68274","印尼-5年信用違約交換","信用違約互換，又稱為 CDS （Credit Default Swap） ，CDS 的買家向賣家支付保費，換取信用違約發生時的賠償。

CDS 的報價數值越高，代表發生信用違約的機率越高，賣家要求支付更多保費。

註：CDS 資料單位為 BP(Basis Point)，為降低波動頻率以週資料呈現。","indonesia-5year-cds"
"68277","埃及-5年信用違約交換","信用違約互換，又稱為 CDS （Credit Default Swap） ，CDS 的買家向賣家支付保費，換取信用違約發生時的賠償。

CDS 的報價數值越高，代表發生信用違約的機率越高，賣家要求支付更多保費。

註：CDS 資料單位為 BP(Basis Point)，為降低波動頻率以週資料呈現。","egypt-5year-cds"
"68279","澳洲-5年信用違約交換","信用違約互換，又稱為 CDS (Credit Default Swap) ，CDS 的買家向賣家支付保費，換取信用違約發生時的賠償。

CDS 的報價數值越高，代表發生信用違約的機率越高，賣家要求支付更多保費。

註：CDS 資料單位為 BP(Basis Point)，為降低波動頻率以週資料呈現。","australia-5year-cds"
"68524","歐元區-央行銀行信貸調查[BLS]-信貸條件","歐元區銀行信貸調查 (Euro Area Bank Lending Survey, BLS) 由歐洲央行發佈，主要調查項目為企業貸款、家庭消費貸款、家庭購屋貸款之信貸條件與需求，調查結果作為歐洲央行制訂貨幣政策的參考依據。

當信貸條件越高、需求越低，代表歐元區的信貸條件越為緊縮。","ea-ecb-bls-credit-standards"
"68526","歐元區-央行銀行信貸調查[BLS]-信貸需求","歐元區銀行信貸調查 (Euro Area Bank Lending Survey, BLS) 由歐洲央行發佈，主要調查項目為企業貸款、家庭消費貸款、家庭購屋貸款之信貸條件與需求，調查結果作為歐洲央行制訂貨幣政策的參考依據。

當信貸條件越高、需求越低，代表歐元區的信貸條件越為緊縮。","ea-ecb-bls-credit-demand"
"68993","澳洲-製造業採購經理人指數[PMI]",,"australia-manufacturing-pmi"
"68996","澳洲-製造業與服務業採購經理人指數","PMI 指數反映經理人對於景氣前景的看法，大於 50，表示採購經理人「看好」製造業景氣成長；小於 50，則代表採購經理人「看壞」製造業景氣成長。","australia-manufacturingandservices-pmi"
"68997","德國-IFO GDP 季增率即時預估","本圖數據為德國 IFO 經濟研究所對德國 GDP 季增率的即時預估，預估數值隨著組成變數更新而同步進行修正，並無固定更新頻率。

主要參考數據包含 GDP 、製造業生產與銷售、能源銷售、零售與批發銷售、製造業訂單、 IFO 德國商業景氣指數、 IFO 德國出口預期指數、 ZEW 經濟景氣指數、職位空缺、出口與進口、全球工業生產、全球貿易量。","germany-ifo-gdp-nowcast"
"69004","全球-UNCTAD經濟成長率即時預估","聯合國貿易和發展會議（UNCTAD）利用 LSTM 模型即時預估目前全球經濟成長、商品貿易、服務貿易的成長狀況，數據每週更新一次。

主要參考變數有：OECD 商業信心指數、 OECD 消費者信心指數、全球工業生產、 CPB 全球出口單位價格、美國製造業出貨量、主要國家 GDP 、主要國家零售銷售、歐元區服務出口。

本圖數據可以跟過去 50 年全球經濟成長趨勢相互比較，全球經濟成長率過去 50 年中位數約為 3.5%，衰退時期（第 10 個百分位數）為 2% 。

","world-unctad-gdp-nowcast"
"69005","全球-UNCTAD實質商品貿易季增率即時預估","聯合國貿易和發展會議（UNCTAD）利用 LSTM 模型即時預估目前全球經濟成長、商品貿易、服務貿易的成長狀況，數據每週更新一次。

參考變數有：OECD 商業信心指數、 OECD 製造業出口訂單指數、全球工業生產、 CPB 全球出口、美國製造業出貨量、主要國家零售銷售、英國服務生產。","world-unctad-real-merchandise-trade-nowcast"
"69006","全球-UNCTAD服務貿易季增率即時預估","聯合國貿易和發展會議（UNCTAD）利用 LSTM 模型即時預估目前全球經濟成長、商品貿易、服務貿易的成長狀況，數據每週更新一次。

主要參考變數有：OECD 商業信心指數、 OECD 就業與訂單信心指數、主要國家零售銷售、主要國家商品出口、主要國家服務生產、泰國國際旅客人數、美國服務出口。","world-unctad-services-trade-nowcast"
"98830","台灣-出口佔比-國家","台灣主要出口地區以中國與香港、東協、美國為主。","taiwan-export-proportion-by-country"
"69289","美國-消費者物價指數[CPI]-核心商品","聯準會主席 Powell 曾於 2022 年布魯金斯演說中，闡述聯準會委員觀察通膨的方式。 Powell 表示為了評估降低通膨所需採取的措施，將核心通膨拆分為三個組成項目觀察是有用的，分別為：核心商品通膨、住房服務通膨、服務排除住房通膨。

核心商品佔 CPI 權重約 20%，其中二手車、新車佔比分別約 3.5% 、 4% 為核心商品通膨的關鍵項目，聯準會於 2022 年開始大幅緊縮之後，Powell 於 2023 年 2 月 FOMC 會議表示，首次在商品通膨項目中見到通膨下滑的進程開始。","us-cpi-sa-core-goods"
"69290","美國-消費者物價指數[CPI]-核心服務","【聯準會關注指標系列】

聯準會主席 Powell 曾於 2022 年布魯金斯演說中，闡述聯準會委員觀察通膨的方式。 Powell 表示為了評估降低通膨所需採取的措施，將核心通膨拆分為三個組成項目觀察是有用的，分別為：核心商品通膨、住房服務通膨、服務排除住房通膨。

核心服務由住房服務、服務排除住房所組成，兩者分別佔 CPI 權重約 34% 、 28%，截至 2023 年 1 月住房服務仍持續創高、服務排除住房則維持高檔，聯準會表示新租約已經於 2022 年下半開始回落，並密切關注房租是否如預期在 2023 年晚些時候回落，根據美國勞動部 2022 年 10 月 working paper 研究，CPI 房租落後市場調查的新租戶租金約 9 ~ 12 個月。
","us-cpi-sa-core-services"
"69291","美國-核心消費者物價指數[Core CPI]-三大組成","聯準會主席 Powell 曾於 2022 年布魯金斯演說中，闡述聯準會委員觀察通膨的方式。 Powell 表示為了評估降低通膨所需採取的措施，將核心通膨拆分為三個組成項目觀察是有用的，分別為：

1. 核心商品通膨（Core Goods）
2. 住房服務通膨（Housing Services）
3. 核心服務排除住房通膨（Core Services Less Housing，也就是俗稱的超級核心通膨）

註：由於 BLS 並未公佈超級核心通膨指數，因此圖表中以服務排除房租（Services Less Rent of Shelter）作為代表觀察。","us-core-cpi-three-composition"
"121244","美國-S&P 500-產業板塊權重(月)","此圖顯示標普 500 指數中各個產業板塊的相對權重。數值越高，代表該產業板塊的市值越大，對於市場表現的影響比例與重要性越高。

板塊分類依據採用全球行業分類標準 (GICS)，是由 S&P 與 MSCI 於 1999 年共同開發的產業分類標準。依照公司的主要營運業務、獲利來源、市場認知，目前 GICS 將所有公司分為 11 個產業板塊（Sectors），並細分為 24 個產業組（Industry Groups）、 69 個產業（Industry）以及 158 個子產業（Sub-Industry）。

目前 11 大產業分別為資訊科技、通訊服務、循環性消費、非循環性消費、金融、房地產、醫療保健、工業、原材料、公用事業、能源。值得注意的是，2016 年，房地產板塊才從金融板塊之中獨立出來。 2018 年，通訊服務（Communication Services）則是從電信行業（Telecommunication）改名，並且加入部分媒體、娛樂、網路公司。

註：由於小數點四捨五入進位，因此加總數值未必剛好等於 100 。","sp-500-gics-sectors-weightings-monthly"
"69579","美國-密大汽車購買信心","美國密西根大學在每個月的消費者信心調查中，除了訪問消費者對於經濟、通膨、就業前景的看法外，也會針對耐久財、房市等消費進行調查。

本圖左軸數據顯示美國消費者汽車購買信心，此數據以 100 為分界，當密大汽車購買信心大於 100，代表多數消費者認為現在為購買汽車的好時機（Good Time to Buy）；若小於 100，代表多數消費者認為現在並非購車的好時機（Bad Time to Buy）。

本圖右軸數據顯示影響美國消費者購買汽車的主要原因，包含價格、利率、經濟前景因素，此數據以 0 為分界，當數據大於 0，代表該項原因增加美國民眾購車意願；若數據小於 0，代表該項原因使美國民眾購車意願下降。

註：本圖數據約每個月月中更新 2 個月前的數據。

","us-umich-vehicle-buying-conditions"
"88114","美國-金融壓力指數vs.美元","金融壓力指數（FSI, Financial Stress Index）以五大細項組成，分別為信用、股票估值、流動性、安全資產及波動性，顯示出市場對當下金融市場不同面向的看法，並反映目前金融市場承受的風險壓力。 FSI 指數以零軸為界限：

1. 大於零軸：金融市場風險逐漸增加。
2. 指數為零：各變量加權平均與歷史相當，金融風險在正常水準。
3. 小於零軸：金融市場狀況穩定、風險資產仍安全。

FSI 與美元指數走勢呈現亦步亦趨狀態，當金融壓力攀升至一定程度 >> 引發流動性風險，此時持有者欲快速變現低流動性資產，便容易看見資金明顯流入美元，進而帶動美元上漲。反之當金融壓力指數下降，意味著整體金融系統資金更為充裕、流動性風險下降，美元指數進而回落。","us-fsu-vs-dxy"
"87989","中國-國際收支平衡 (負債項)","金融帳屬於國際收支平衡中的一部份，追蹤一國所有的對外金融資產及負債，主要項目包括直接投資、投資組合投資、其他投資及準備資產。

圖中為金融帳的對外投資、投資組合投資（證券類投資）的負債項，當數值為正時代表外國資金流入中國，反之則代表外國對中國的相關投資呈現流出（撤離）。","china-balance-of-payments-foreign-direct-investment-liabilities"
"70260","美國-核心PCE物價貢獻度-供需面","美國舊金山聯儲（Federal Reserve Bank of San Francisco）根據消費者支出「價格」與「實質消費」的數據，拆解出核心 PCE 物價年增率的「需求面貢獻度」與「供給面貢獻度」。

核心 PCE 組成項目中，若該項目價格與實質消費同時上升，則認定該項目價格上升因素為「需求推動」；反之，若該項目價格上升，但實質消費呈現下滑，則認定該項目價格上升因素為「供給推動」；若兩者無明顯關係，則認定為其他。

將所有組成項目根據上述邏輯歸類後，再根據權重調整，可以估算出「需求因素」、「供給因素」、「其他因素」分別的貢獻度。","us-core-pce-yoy-demand-supply-driven"
"70320","歐元區-貨幣政策週期vs.實質GDP","歐元區貨幣政策週期為財經M平方根據歐洲央行貨幣政策對歐洲經濟的影響進行計算的指標。

當歐洲央行採行緊縮貨幣政策，貨幣政策週期下降，連帶影響未來 2 ~ 4 季的歐元區 GDP 表現。","ea-monetary-cycle-vs-gdp"
"70415","中國-二手房價vs.總體房價","中國二手房掛牌價指數，是從中國 500 多家房地產仲介網站中，蒐集 337 個地級以上城市的二手房出售、出租掛牌資料，並透過排除重複值、審查驗證等方式編製而成，該資料為每週更新的高頻數據，可以從供給端率先反映二手住房市場的變化，是觀測中國房地產市場動態的重要參考指標。","second-hand-housing-prices-vs-overall-housing-prices"
"70463","台日韓-電子與半導體存貨銷售比","台灣、南韓、日本為亞太地區晶片、半導體的主要出口國，從三個國家電子零組件與半導體存貨銷售比（或稱作存貨率）可以看出半導體產業景氣的變化。

存貨銷售比計算公式 = 期末存貨 / 當期銷售（出貨量）。當存貨銷售比越高，代表半導體供過於求，廠商面臨去庫存壓力；反之，當存貨銷售比越低，代表半導體需求越強，廠商有補庫存動能。

註 1：台灣電子零組件製造業包含積體電路、半導體、液晶面板、太陽能電池、發光二極體等產業。
註 2：南韓半導體及零件存貨銷售比為財經M平方根據存貨與出貨量指數進行運算。","tw-jp-sk-inventory-shipment-ratio-electronics-semiconductors"
"70475","美國-個人消費支出物價細項[PCE](月增率)","美國個人消費支出物價指數主要組成項目佔比（由 2024Q1 個人消費支出各細項支出佔比估算，注意權重將隨時間調整）：

1.  商品（35％）：耐久財（10 ~ 15%）、非耐久財（20 ~ 25%）
2.  服務（65%）：住房含能源（15 ~ 18%）、醫療保健（15 ~ 18%）、交通運輸（2 ~ 3%）、休閒娛樂（3 ~ 4%）、餐飲住宿（6 ~ 8%）、金融服務與保險（7 ~ 8%）、其他服務（7 ~ 8%）

「月增率」有時會因暫時性因素而有較大波動，例如能源項目受國際原油價格大幅波動影響，因此容易出現單月正增長、隔月即翻負的狀況，無法反映真實通膨的走勢，所以通常觀察數據仍會以「年增率」為主。","us-pce-items-mom"
"70476","美國-個人消費支出物價細項[PCE](年增率)","美國個人消費支出物價指數主要組成項目佔比（由 2024Q1 個人消費支出各細項支出佔比估算，注意權重將隨時間調整）：

1.  商品（35％）：耐久財（10 ~ 15%）、非耐久財（20 ~ 25%）
2.  服務（65%）：住房含能源（15 ~ 18%）、醫療保健（15 ~ 18%）、交通運輸（2 ~ 3%）、休閒娛樂（3 ~ 4%）、餐飲住宿（6 ~ 8%）、金融服務與保險（7 ~ 8%）、其他服務（7 ~ 8%）

「年增率」是直接比較去年同期數值，除了可以排除部分季節性因素外，相對「月增率」能較穩定反映商品價格的實際趨勢。","us-pce-items-yoy"
"120986","歐元區-股市總市值(%全球股市佔比)vs.歐元","當歐元區股市總市值佔全球股市比重越高，代表越多資金流入歐元區，歐元升值。","total-market-value-of-european-stocks-vs-euro"
"87385","東南亞-BIS名目房價指數(年增率)","房價對於經濟來說非常重要，主要原因：

1. 房價高代表企業在該地區的投資興旺，土地與建地需求增加，並同步拉高住民房屋價格，因此房價上升可以作為經濟成長的指標。

2. 營建業對該國經濟成長的貢獻，在東南亞國家營建業佔 GDP 產值達約 10%，若再加上不動產相關服務業，占比更高，由此可知房市對於一國經濟有很大的的助益

註：本數據為國際清算銀行(BIS)所公佈的數據，每個國家數據更新時間並非全相同。","southeastasia-bis-houseprice-index"
"87300","日本-日圓口頭干預搜尋指數","日圓口頭干預搜尋指數為財經Ｍ平方根據網路搜尋「口頭外匯干預」相關詞彙所編製的指數。

根據歷史經驗，日本政府與央行在實際進場控制日圓匯率前會先以「口頭干預」的方式干預。

註：本圖資料最大數值為 100，最小數值為 0，歷史資料可能會隨著數據更新而修正。
","japan-jpy-verbal-intervention-search-trend-index"
"120880","英國-利率期貨隱含政策利率曲線","M平方根據短期利率期貨推算出未來逐月隱含政策利率曲線，本圖同時也放上 1 個月前與 3 個月前的利率曲線比較。","uk-implied-policy-rate-curve-from-interest-rate-futures"
"71168","美國-銀行系統風險指標","克里夫蘭聯儲銀行系統風險指標（SRI）包含兩種破產風險：1.  個別銀行機構平均違約風險（平均違約，ADD）；2. 整體銀行系統風險（投資組合違約，PDD）。將 PDD 減去 ADD 可以得到 SRI。

平均違約 （ADD）：使用樣本中每家銀行的股權、負債和股票期權價格的數據，計算每家銀行的違約風險，然後再給予相應的權重。 ADD 反映了市場對大約 100 家美國銀行樣本的平均破產風險看法。

投資組合違約 （PDD）：使用 KBE ETF（ SPDR S&P Bank ETF）看漲期權和看跌期權的每日隱含波動率進行計算，無風險利率由 10 年期美國公債殖利率表示。 PDD 反映了銀行系統的總體情況。

當投資組合違約（PDD）或平均違約（ADD）下降，代表銀行業平均破產風險上升。另外，根據歷史經驗，當金融危機或系統性風險發生時，PDD 下降速度會比 ADD 快，根據克里夫蘭聯儲研究，當 SRI（PDD 減去 ADD）2 天以上低於 0.1 時，表明銀行系統存在壓力，如果長時間保持在 0.5 以下，則表明銀行面臨重大系統性壓力。

註：預計每週二更新上週數據。","us-banking-sri"
"71170","美國-聯邦資金有效利率[EFFR]-交易量","聯邦資金有效利率（Effective Federal Funds Rate，EFFR）為聯邦資金市場包括銀行存款機構、房地美、房利美、政府支持機構（GSE）等機構間無擔保的市場隔夜拆借利率，影響著整個市場的利率價格。

除了 EFFR 利率之外，我們也可以從 EFFR 交易量觀察市場流動性的情況，當銀行間拆借需求越大（交易量上升），代表流動性越緊張。
","effective-federal-funds-volume"
"71171","Tether/美元","Tether（USDT）是一種法幣支持穩定幣，通常與美元的匯率為 1 : 1 相關聯，為最早發行的穩定幣之一。

Tether 最初是由 Tether Limited 創建的，該公司聲稱其擁有等值於 USDT 發行量的美元儲備金，不過其儲備資產中包含商業票據一直為人受詬病（商業票據風險高於現金）。近年為了消除市場疑慮不斷降低商業票據的部位，並定期公佈儲備金報告。目前仍為市場主要的穩定幣。","tether-usd"
"71173","USD Coin/美元","USD Coin（USDC）是一種法幣支持穩定幣，通常與美元的匯率為 1 : 1 相關聯。

USDC 於 2018 年 9 月推出，由交易所 Coinbase 等公司共同組成的區塊鏈支付公司 Circle 發行，受到美國政府監管，並且每月公開會計報告。
","usd-coin-usd"
"71174"," Dai/美元","Dai 是由加密貨幣支持的穩定幣，其發行與開發係由 Maker 協定與 MakerDAO 去中心化自治組織負責。

Dai 使用了類似中央銀行調整利率的方式來讓幣價穩定在 1 美元附近，Maker 基金會推出了 Dai 存款利率機制（Dai Saving rate，DSR）。如果 Dai 的市價超過 1 美元，MKR 持有者將逐漸降低存款利率 ，以此減少需求量，進而將 Dai 的市價降至 1 美元的目標價格；如果 Dai 的市價低於 1 美元，MKR 持有者將逐漸增加存款利率 ，以刺激需求量上升，進而將 Dai 的市價增至 1 美元的目標價格。 ","multi-collateral-dai-usd"
"71180","Binance USD/美元","Binance USD（BUSD）是一種由幤安與 Paxos 共同發行的 1 : 1 美元儲備穩定幤，是一種法幣穩定幣，由紐約州金融服務管理局（NYDFS）核准並負責監管。每月會在官方網站公佈 BUSD 稽核報告。","binance-usd-usd"
"71240","美日歐-銀行類股","美國 S&P 500 銀行類股（美元）、日本 TOPIX 銀行類股（日圓）、歐洲 Stoxx 600 銀行類股（歐元）股價指數。","us-jp-eu-banks"
"71245","美國-FedWatch預估利率","本圖為美國 CME FedWatch Tool 對於未來 FOMC 會議的利率決策預估，更新頻率為每日。","us-fedwatch-predicted-interest-rate"
"121550","澳洲-股市-預估EPS-未來1年","本圖為澳洲 ASX All Ordinaries 指數未來 1 年預估 EPS 與預估 EPS 的年增率。當預估 EPS 增加時，投資者認為成分股中的公司盈利能力佳，因此願意支付更高的股價來持有股票，導致股價上升。反之，如果預估 EPS 下降，投資者認為成分股中的企業盈利能力下降，股價可能會下跌。
","australia-asx-all-ordinaries-index-forward-eps"
"71411","全球-MM製造業週期指數vs.S&P高盛商品指數","由於大宗商品與全球經濟活動息息相關，製造業循環通常與商品指數呈正向關係。在製造業週期擴張期間（製造業週期指數上升段），生產鏈上各節點開始消耗原物料，增加對能源、工業金屬、鋼鐵等物資需求，因此商品指數傾向走升；反之，製造業週期收縮期間（製造業週期指數下降段），對原物料需求下降，因此商品指數傾向走跌。

唯須注意，影響商品走勢因子眾多，當其他強勢影響原物料走勢的因子出現，製造業週期與商品指數的關聯性便將模糊。例如在 1999 ~ 2011 年，中國龐大需求引起的原物料超級循環上升週期，削弱了製造業循環與商品指數的關聯。

備註：S&P 高盛商品指數，被視為國際交易市場追蹤商品量最大的指數。以產量加權方式編製，權重以能源占 60%，農產品 15 ~ 20%，畜牧產品 7 ~ 8%，工業金屬 10 ~ 11% 、貴金屬 4 ~ 6% 。","mm-manufacturing-cycle-index-vs-sp-gsci-index"
"71414","歐洲-STOXX 600-銀行類股-總報酬指數","歐洲 STOXX 600 銀行類股總報酬指數。","stoxx-eu600-banks-gr"
"71427","全球-地緣政治風險指數vs.S&P高盛商品指數","地緣政治風險對原物料的影響可大略分為供給與需求兩大面向討論：

1. 供給面：戰爭、國際制裁或國家政治動盪可能會使原物料生產活動停擺，破壞商品供應鏈。
2. 需求面：地緣政治風險提高可能使市場情緒陷入恐慌，資金撤離高風險性資產轉往避險性資產（如公債、貴金屬等）。

而在不同原物料類別中，又以能源受地緣政治風險影響最重。觀察過去幾次地緣政治風險指數高峰：1980 年代的兩伊戰爭、 1990 年波斯灣戰爭、 2001 年九一一事件、 2003 年伊拉克戰爭與 2022 年俄烏戰爭，幾乎皆與主要產油國相關。而能源在高盛商品指數中權重過半，故而帶動整體指數走勢與能源大約同向。

值得注意的是，並不是每次地緣政治事件都會造成能源價格攀升。如 1980 年代兩伊戰爭的同時，美國為打擊通膨一度升息超過 20%； 2001 年九一一事件，未對石油供給造成影響的同時，卻加深全球經濟蕭條程度。以上兩者皆抑制能源需求，帶動油價下挫。","global-geopolitical-risk-index-vs-sp-gsci-index"
